CAMPUS	ALLRTF	CAD_MATH	CAD_PROGRESS	CAD_READ	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CUT	CI4_MAXPTS	CI4_MET	CI4_TOTPTS	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	C_RATING	C_UPDATE	DISTNAME	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME	RFTED
161914112	N	1	1	0	KENDRICK EL	 	N	N	N	N	N	N	N	N	N	N	N	76	50	612	Y	464	50	30	800	Y	398	76	55	600	Y	457	.	75	.	 	.	MCLENNAN	161	41	10.3	400	507	488	96.3	162	32	M	 	WACO ISD	05	PK	PK - 05	E	 	 	12	REGION 12: WACO	 
161914116	N	1	1	1	MOUNTAINVIEW EL	 	N	N	N	N	N	N	N	N	N	N	N	87	50	463	Y	401	51	30	1600	Y	820	81	55	800	Y	645	.	75	.	 	.	MCLENNAN	161	72	19.5	369	434	274	63.1	30	6.9	M	 	WACO ISD	05	PK	PK - 05	E	 	 	12	REGION 12: WACO	 
161914120	N	0	0	1	PARKDALE EL	 	N	N	N	N	N	N	N	N	N	N	N	76	50	506	Y	384	36	30	1200	Y	435	75	55	900	Y	673	.	75	.	 	.	MCLENNAN	161	85	24.9	341	529	442	83.6	40	7.6	M	 	WACO ISD	05	EE	EE - 05	E	 	 	12	REGION 12: WACO	 
161914121	N	0	0	0	PROVIDENT HEIGHTS EL	 	N	N	N	N	N	N	N	N	N	N	N	53	50	409	Y	218	29	30	800	N	228	60	55	600	Y	357	.	75	.	 	.	MCLENNAN	161	63	18.4	343	432	416	96.3	174	40.3	I	 	WACO ISD	05	PK	PK - 05	E	 	 	12	REGION 12: WACO	 
161914127	N	0	1	1	LAKE AIR MONTESSORI SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	70	50	1038	Y	724	44	30	2000	Y	879	62	55	1100	Y	685	100	75	100	Y	100	MCLENNAN	161	20	5.5	361	776	583	75.1	75	9.7	M	 	WACO ISD	08	EE	EE - 08	E	 	 	12	REGION 12: WACO	 
161914129	N	0	0	0	WEST AVENUE EL	 	N	N	N	N	N	N	N	N	N	N	N	62	50	360	Y	222	37	30	1200	Y	446	61	55	600	Y	367	.	75	.	 	.	MCLENNAN	161	55	18.8	292	398	380	95.5	126	31.7	M	 	WACO ISD	05	EE	EE - 05	E	 	 	12	REGION 12: WACO	 
161914130	N	0	0	0	SOUTH WACO EL	 	N	N	N	N	N	N	N	N	N	N	N	52	50	509	Y	265	42	30	1200	Y	508	52	55	1000	N	517	.	75	.	 	.	MCLENNAN	161	131	25.5	513	567	540	95.2	79	13.9	I	 	WACO ISD	05	EE	EE - 05	E	 	 	12	REGION 12: WACO	 
161914444	Y	 	 	 	BILL LOGUE DETENTION CENTER	 	N	N	N	N	N	N	N	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	MCLENNAN	161	124	98.4	126	33	22	66.7	2	6.1	X	 	WACO ISD	11	07	07 - 11	S	 	 	12	REGION 12: WACO	Y
161916001	N	 	 	 	WEST H S	 	N	N	N	N	N	N	N	N	N	N	N	81	50	1535	X	1241	23	17	1400	X	322	75	55	1000	X	749	94	75	400	X	377	MCLENNAN	161	69	13.4	514	452	171	37.8	1	0.2	X	 	WEST ISD	12	09	09 - 12	S	 	 	12	REGION 12: WACO	 
161916042	N	 	 	 	WEST MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	89	50	353	X	313	48	29	800	X	382	74	55	500	X	368	.	75	.	X	.	MCLENNAN	161	35	10.4	336	325	173	53.2	4	1.2	X	 	WEST ISD	08	06	06 - 08	M	 	 	12	REGION 12: WACO	 
161916101	N	 	 	 	WEST INT	 	N	N	N	N	N	N	N	N	N	N	N	80	50	296	X	236	53	30	800	X	421	76	55	400	X	302	.	75	.	X	.	MCLENNAN	161	26	12.3	211	206	125	60.7	10	4.9	X	 	WEST ISD	05	04	04 - 05	E	 	 	12	REGION 12: WACO	 
161916102	N	 	 	 	WEST EL	 	N	N	N	N	N	N	N	N	N	N	N	79	50	174	X	137	.	30	0	X	.	78	55	200	X	156	.	75	.	X	.	MCLENNAN	161	52	16.7	312	405	227	56	37	9.1	X	 	WEST ISD	03	PK	PK - 03	E	 	 	12	REGION 12: WACO	 
161916198	Y	 	 	 	BROOKHAVEN YOUTH RANCH	RESIDENTIAL FACILITY	N	Y	N	N	N	N	N	N	N	N	Y	60	25	45	X	27	.	.	0	X	.	43	30	500	X	216	.	45	.	X	.	MCLENNAN	161	128	94.1	136	52	52	100	0	0	X	 	WEST ISD	12	06	06 - 12	B	 	 	12	REGION 12: WACO	Y
161918001	N	1	0	1	AXTELL H S	 	N	N	N	N	N	N	N	N	N	N	N	86	50	669	Y	578	18	17	1000	Y	179	88	55	900	Y	788	95	75	400	Y	379.6	MCLENNAN	161	25	12.9	194	187	96	51.3	0	0	M	 	AXTELL ISD	12	09	09 - 12	S	 	 	12	REGION 12: WACO	 
161918003	N	 	 	 	AXTELL BRUCEVILLE-EDDY LEARNING	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	42	25	24	Y	10	.	9	0	Z	.	.	30	0	Z	.	100	45	100	Y	100	MCLENNAN	161	22	78.6	28	13	4	30.8	0	0	A	 	AXTELL ISD	12	09	09 - 12	S	 	 	12	REGION 12: WACO	 
161918041	N	1	1	0	AXTELL MIDDLE SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	86	50	484	Y	416	42	29	1200	Y	505	82	55	700	Y	573	.	75	.	 	.	MCLENNAN	161	21	11.8	178	167	94	56.3	1	0.6	M	 	AXTELL ISD	08	06	06 - 08	M	 	 	12	REGION 12: WACO	 
161918101	N	0	0	0	AXTELL EL	 	N	N	N	N	N	N	N	N	N	N	N	82	50	358	Y	295	44	30	800	Y	350	77	55	800	Y	614	.	75	.	 	.	MCLENNAN	161	25	9.7	259	340	184	54.1	4	1.2	M	 	AXTELL ISD	05	EE	EE - 05	E	 	 	12	REGION 12: WACO	 
161918199	Y	 	 	 	WACO CTR FOR YOUTH	RESIDENTIAL FACILITY	N	Y	N	N	N	N	N	N	N	N	Y	62	25	61	X	38	.	.	0	X	.	60	30	500	X	302	.	45	.	X	.	MCLENNAN	161	218	99.5	219	77	77	100	0	0	X	 	AXTELL ISD	12	07	07 - 12	S	 	 	12	REGION 12: WACO	Y
161919001	N	1	0	1	BRUCEVILLE-EDDY H S	 	N	N	N	N	N	N	N	N	N	N	N	80	50	893	Y	711	26	17	1400	Y	365	70	55	1000	Y	702	95	75	400	Y	379.9	MCLENNAN	161	93	29.8	312	249	119	47.8	1	0.4	M	 	BRUCEVILLE-EDDY ISD	12	09	09 - 12	S	 	 	12	REGION 12: WACO	 
161919002	N	 	 	 	AXTELL/BRUCEVILLE-EDDY LEARNING	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	.	25	5	Z	3	.	9	0	Z	.	.	30	0	Z	.	100	45	100	Z	90.9	MCLENNAN	161	29	85.3	34	15	0	0	0	0	Z	 	BRUCEVILLE-EDDY ISD	12	09	09 - 12	S	 	 	12	REGION 12: WACO	 
161919005	N	 	 	 	AXTELL/BE DAEP	 	N	N	N	Y	N	N	N	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	MCLENNAN	161	37	100	37	8	0	0	1	12.5	X	 	BRUCEVILLE-EDDY ISD	10	07	07 - 10	S	 	 	12	REGION 12: WACO	 
161919041	N	1	0	0	BRUCEVILLE-EDDY J H	 	N	N	N	N	N	N	N	N	N	N	N	85	50	440	Y	376	40	29	1200	Y	479	84	55	700	Y	591	.	75	.	 	.	MCLENNAN	161	40	23.1	173	130	72	55.4	1	0.8	M	 	BRUCEVILLE-EDDY ISD	08	07	07 - 08	M	 	 	12	REGION 12: WACO	 
161919042	N	0	0	0	BRUCEVILLE-EDDY INTERMEDIATE	 	N	N	N	N	N	N	N	N	N	N	N	75	50	411	Y	308	35	30	1200	Y	420	70	55	600	Y	417	.	75	.	 	.	MCLENNAN	161	27	14.3	189	164	96	58.5	6	3.7	M	 	BRUCEVILLE-EDDY ISD	06	04	04 - 06	E	 	 	12	REGION 12: WACO	 
161919101	N	0	 	1	BRUCEVILLE-EDDY EL	 	N	N	N	N	N	N	N	N	N	N	N	65	50	92	Y	60	.	30	0	Z	.	61	55	200	Y	122	.	75	.	 	.	MCLENNAN	161	35	20.1	174	223	135	60.5	15	6.7	M	 	BRUCEVILLE-EDDY ISD	03	EE	EE - 03	E	 	 	12	REGION 12: WACO	 
161920001	N	1	0	0	CHINA SPRING H S	 	N	N	N	N	N	N	N	N	N	N	N	88	50	2422	Y	2131	21	17	1400	Y	292	82	55	1500	Y	1235	90	75	600	Y	537.7	MCLENNAN	161	102	13.9	732	706	125	17.7	3	0.4	M	 	CHINA SPRING ISD	12	09	09 - 12	S	 	 	12	REGION 12: WACO	 
161920002	N	 	 	 	TURN AROUND GRADUATION	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	.	25	0	Z	0	.	9	0	Z	.	.	30	0	Z	.	100	45	100	Z	91.7	MCLENNAN	161	26	100	26	11	4	36.4	0	0	Z	 	CHINA SPRING ISD	12	11	11 - 12	S	 	 	12	REGION 12: WACO	 
161920003	N	 	 	 	BILL LOGUE DETENTION CENTER	 	N	N	N	N	N	N	N	N	N	N	N	.	50	.	Z	.	.	17	0	Z	.	.	55	0	Z	.	100	75	100	Z	100	MCLENNAN	161	13	100	13	1	0	0	0	0	Z	 	CHINA SPRING ISD	10	10	10 - 10	S	 	 	12	REGION 12: WACO	 
161920004	N	 	 	 	CHALLENGE ACADEMY	 	N	N	N	N	N	Y	N	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	MCLENNAN	161	3	100	3	1	0	0	0	0	X	 	CHINA SPRING ISD	08	08	08 - 08	M	 	 	12	REGION 12: WACO	 
161920006	N	 	 	 	CHINA SPRING ANNEX	 	N	N	N	Y	N	N	N	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	MCLENNAN	161	49	100	49	3	1	33.3	0	0	X	 	CHINA SPRING ISD	11	09	09 - 11	S	 	 	12	REGION 12: WACO	 
161920041	N	0	0	0	CHINA SPRING MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	90	50	1300	Y	1169	37	29	1200	Y	447	82	55	500	Y	412	.	75	.	 	.	MCLENNAN	161	52	12.6	412	388	101	26	1	0.3	M	 	CHINA SPRING ISD	08	07	07 - 08	M	 	 	12	REGION 12: WACO	 
161920102	N	0	 	0	CHINA SPRING EL	 	N	N	N	N	N	N	N	N	N	N	N	88	50	315	Y	277	.	30	0	Z	.	84	55	400	Y	337	.	75	.	 	.	MCLENNAN	161	84	14	600	730	238	32.6	13	1.8	M	 	CHINA SPRING ISD	03	EE	EE - 03	E	 	 	12	REGION 12: WACO	 
161920104	N	0	0	0	CHINA SPRING INT	 	N	N	N	N	N	N	N	N	N	N	N	94	50	1408	Y	1318	46	30	1200	Y	555	91	55	900	Y	820	.	75	.	 	.	MCLENNAN	161	71	12.2	582	552	157	28.4	2	0.4	M	 	CHINA SPRING ISD	06	04	04 - 06	E	 	 	12	REGION 12: WACO	 
161921001	N	0	0	0	CONNALLY HIGH SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	74	50	2066	Y	1524	23	17	2400	Y	543	70	55	1500	Y	1052	89	75	800	Y	712.8	MCLENNAN	161	105	16.2	648	599	395	65.9	11	1.8	M	 	CONNALLY ISD	12	09	09 - 12	S	 	 	12	REGION 12: WACO	 
161921004	N	 	 	 	CHALLENGE ACADEMY	 	N	N	N	N	N	Y	Y	N	N	N	N	.	50	0	X	0	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	MCLENNAN	161	0	0	1	1	1	100	0	0	X	 	CONNALLY ISD	11	11	11 - 11	S	 	 	12	REGION 12: WACO	 
161921041	N	0	0	0	CONNALLY J H	 	N	N	N	N	N	N	N	N	N	N	N	62	50	1619	Y	1005	37	29	1600	Y	598	53	55	1000	N	526	.	75	.	 	.	MCLENNAN	161	93	15.4	603	579	448	77.4	11	1.9	I	 	CONNALLY ISD	08	06	06 - 08	M	 	 	12	REGION 12: WACO	 
161921101	N	 	 	 	CONNALLY PRI	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	0	P	0	.	30	0	P	.	.	.	0	P	.	.	.	.	P	.	MCLENNAN	161	91	22.1	412	658	572	86.9	94	14.3	I	 	CONNALLY ISD	02	EE	EE - 02	E	161921104	CONNALLY ELEMENTARY SCHOOL	12	REGION 12: WACO	 
161921104	N	0	0	0	CONNALLY EL	 	N	N	N	N	N	N	N	N	N	Y	N	59	50	1283	Y	754	42	30	1600	Y	673	53	55	1200	N	633	.	75	.	 	.	MCLENNAN	161	144	23.3	618	556	459	82.6	44	7.9	I	 	CONNALLY ISD	05	03	03 - 05	E	 	 	12	REGION 12: WACO	 
161922001	N	0	0	0	ROBINSON H S	 	N	N	N	N	N	N	N	N	N	N	N	85	50	2617	Y	2234	26	17	1600	Y	418	79	55	1100	Y	869	90	75	700	Y	626.5	MCLENNAN	161	75	10.4	719	732	192	26.2	4	0.5	M	 	ROBINSON ISD	12	09	09 - 12	S	 	 	12	REGION 12: WACO	 
161922004	N	 	 	 	CHALLENGE ACADEMY	 	N	N	N	N	N	Y	Y	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	MCLENNAN	161	3	75	4	1	1	100	0	0	X	 	ROBINSON ISD	09	09	09 - 09	S	 	 	12	REGION 12: WACO	 
161922041	N	0	0	0	ROBINSON J H	 	N	N	N	N	N	N	N	N	N	N	N	75	50	1485	Y	1117	35	29	1600	Y	563	62	55	1000	Y	623	.	75	.	 	.	MCLENNAN	161	55	9.7	568	533	177	33.2	5	0.9	M	 	ROBINSON ISD	08	06	06 - 08	M	 	 	12	REGION 12: WACO	 
161922101	N	 	 	 	ROBINSON PRI	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	0	P	0	.	30	0	P	.	.	.	0	P	.	.	.	.	P	.	MCLENNAN	161	24	13.6	177	303	121	39.9	4	1.3	M	 	ROBINSON ISD	01	EE	EE - 01	E	161922102	ROBINSON EL	12	REGION 12: WACO	 
161922102	N	0	 	0	ROBINSON EL	 	N	N	N	N	N	N	N	N	N	Y	N	77	50	317	Y	244	.	30	0	Z	.	71	55	400	Y	282	.	75	.	 	.	MCLENNAN	161	50	13.8	362	343	121	35.3	9	2.6	M	 	ROBINSON ISD	08	01	01 - 08	E	 	 	12	REGION 12: WACO	 
161922103	N	0	0	0	ROBINSON INT	 	N	N	N	N	N	N	N	N	N	N	N	74	50	933	Y	691	40	30	1200	Y	479	65	55	800	Y	519	.	75	.	 	.	MCLENNAN	161	32	8.8	362	332	142	42.8	5	1.5	M	 	ROBINSON ISD	05	04	04 - 05	E	 	 	12	REGION 12: WACO	 
161923001	N	1	1	1	BOSQUEVILLE SCHOOL SECONDARY	 	N	N	N	N	N	N	N	N	N	N	N	82	50	1116	Y	920	40	17	1400	Y	564	78	55	1200	Y	933	89	75	400	Y	356	MCLENNAN	161	34	9.7	349	327	145	44.3	4	1.2	M	 	BOSQUEVILLE ISD	12	06	06 - 12	B	 	 	12	REGION 12: WACO	 
161923101	N	0	0	1	BOSQUEVILLE EL	 	N	N	N	N	N	N	N	N	N	N	N	81	50	353	Y	287	41	30	800	Y	326	85	55	600	Y	512	.	75	.	 	.	MCLENNAN	161	20	8.6	232	297	151	50.8	19	6.4	M	 	BOSQUEVILLE ISD	05	PK	PK - 05	E	 	 	12	REGION 12: WACO	 
161924101	N	1	0	0	HALLSBURG EL	 	N	N	N	N	N	N	N	N	N	N	N	86	50	154	Y	133	44	30	800	Y	355	82	55	400	Y	327	.	75	.	 	.	MCLENNAN	161	15	14	107	141	75	53.2	7	5	M	 	HALLSBURG ISD	06	KG	KG - 06	E	 	 	12	REGION 12: WACO	 
161925101	N	1	1	0	GHOLSON SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	79	50	428	Y	336	46	17	800	Y	366	75	55	1000	Y	753	.	75	.	 	.	MCLENNAN	161	18	13.4	134	201	168	83.6	4	2	M	 	GHOLSON ISD	12	PK	PK - 12	B	 	 	12	REGION 12: WACO	 
162904001	N	0	0	0	MCMULLEN COUNTY SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	84	50	515	Y	431	30	17	1400	Y	421	76	55	1000	Y	763	79	75	200	Y	157.1	MCMULLEN	162	32	15	213	249	81	32.5	0	0	M	 	MCMULLEN COUNTY ISD	12	PK	PK - 12	B	 	 	02	REGION 02: CORPUS CHRISTI	 
163901001	N	0	0	0	DEVINE H S	 	N	N	N	N	N	N	N	N	N	N	N	71	50	2148	Y	1515	22	17	1800	Y	394	66	55	1000	Y	662	85	75	600	Y	508	MEDINA	163	100	15.7	635	591	276	46.7	10	1.7	M	 	DEVINE ISD	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO	 
163901003	N	 	 	 	ATASCOSA COUNTY JJAEP	 	N	N	N	N	N	Y	Y	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	MEDINA	163	.	.	.	1	1	100	0	0	X	 	DEVINE ISD	09	09	09 - 09	S	 	 	20	REGION 20: SAN ANTONIO	 
163901004	N	 	 	 	DEVINE DAEP SCHOOL	 	N	N	N	Y	N	N	N	N	N	N	N	.	50	.	X	.	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	MEDINA	163	53	100	53	3	2	66.7	0	0	X	 	DEVINE ISD	10	06	06 - 10	B	 	 	20	REGION 20: SAN ANTONIO	 
163901041	N	0	0	0	DEVINE MIDDLE SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	73	50	1300	Y	945	39	29	1200	Y	468	64	55	1000	Y	644	.	75	.	 	.	MEDINA	163	60	13.2	456	463	265	57.2	8	1.7	M	 	DEVINE ISD	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO	 
163901101	N	 	 	 	JOHN J CIAVARRA EL	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	0	P	0	.	30	0	P	.	.	.	0	P	.	.	.	.	P	.	MEDINA	163	36	11.9	303	545	384	70.5	27	5	M	 	DEVINE ISD	02	EE	EE - 02	E	163901102	DEVINE INTERMEDIATE SCHOOL	20	REGION 20: SAN ANTONIO	 
163901102	N	0	0	0	DEVINE INTERMEDIATE SCHOOL	 	N	N	N	N	N	N	N	N	N	Y	N	72	50	1017	Y	731	37	30	1200	Y	442	64	55	800	Y	512	.	75	.	 	.	MEDINA	163	65	14.1	462	398	246	61.8	15	3.8	M	 	DEVINE ISD	05	03	03 - 05	E	 	 	20	REGION 20: SAN ANTONIO	 
163902001	N	1	0	0	D'HANIS SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	77	50	749	Y	576	33	17	1400	Y	462	67	55	1000	Y	673	82	75	200	Y	163.9	MEDINA	163	27	9.2	292	337	175	51.9	6	1.8	M	 	D'HANIS ISD	12	PK	PK - 12	B	 	 	20	REGION 20: SAN ANTONIO	 
163903001	N	1	0	1	NATALIA H S	 	N	N	N	N	N	N	N	N	N	N	N	69	50	968	Y	670	18	17	1200	Y	221	68	55	1000	Y	683	78	75	400	Y	311.8	MEDINA	163	59	19.4	304	291	195	67	3	1	M	 	NATALIA ISD	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO	 
163903041	N	0	0	0	NATALIA J H	 	N	N	N	N	N	N	N	N	N	N	N	68	50	654	Y	444	31	29	1200	Y	375	62	55	1000	Y	621	.	75	.	 	.	MEDINA	163	51	18.5	275	249	218	87.6	4	1.6	M	 	NATALIA ISD	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO	 
163903101	N	0	1	0	NATALIA EL	 	N	N	N	N	N	N	N	N	N	Y	N	74	50	604	Y	448	54	30	1000	Y	538	71	55	600	Y	426	.	75	.	 	.	MEDINA	163	62	16.1	386	334	247	74	19	5.7	M	 	NATALIA ISD	05	02	02 - 05	E	 	 	20	REGION 20: SAN ANTONIO	 
163903102	N	 	 	 	NATALIA EARLY CHILD CTR	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	0	P	0	.	30	0	P	.	.	.	0	P	.	.	.	.	P	.	MEDINA	163	16	17	94	261	213	81.6	19	7.3	M	 	NATALIA ISD	01	PK	PK - 01	E	163903101	NATALIA EL	20	REGION 20: SAN ANTONIO	 
163904001	N	1	0	1	HONDO H S	 	N	N	N	N	N	N	N	N	N	N	N	79	50	2081	Y	1638	25	17	1800	Y	455	69	55	1000	Y	689	85	75	600	Y	511.7	MEDINA	163	84	12.7	661	592	250	42.2	2	0.3	M	 	HONDO ISD	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO	 
163904041	N	0	1	0	MCDOWELL MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	73	50	1437	Y	1052	41	29	1200	Y	488	63	55	1000	Y	629	.	75	.	 	.	MEDINA	163	48	9.1	526	518	316	61	8	1.5	M	 	HONDO ISD	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO	 
163904102	N	 	 	 	MEYER EL	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	0	P	0	.	30	0	P	.	.	.	0	P	.	.	.	.	P	.	MEDINA	163	35	10.5	332	561	413	73.6	25	4.5	M	 	HONDO ISD	02	EE	EE - 02	E	163904105	NEWELL E WOOLLS INT	20	REGION 20: SAN ANTONIO	 
163904105	N	0	0	0	NEWELL E WOOLLS INT	 	N	N	N	N	N	N	N	N	N	Y	N	73	50	1274	Y	929	38	30	1200	Y	458	60	55	800	Y	481	.	75	.	 	.	MEDINA	163	54	10.2	527	503	315	62.6	14	2.8	M	 	HONDO ISD	05	03	03 - 05	E	 	 	20	REGION 20: SAN ANTONIO	 
163908001	N	1	1	1	MEDINA VALLEY H S	 	N	N	N	N	N	N	N	N	N	N	N	84	50	3757	Y	3166	27	17	1800	Y	478	78	55	1000	Y	778	94	75	600	Y	561.9	MEDINA	163	128	11.5	1115	1076	482	44.8	17	1.6	M	 	MEDINA VALLEY ISD	12	09	09 - 12	S	 	 	20	REGION 20: SAN ANTONIO	 
163908042	N	0	0	0	MEDINA VALLEY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	78	50	2322	Y	1817	38	29	1600	Y	607	67	55	1000	Y	671	.	75	.	 	.	MEDINA	163	117	12.9	910	833	453	54.4	25	3	M	 	MEDINA VALLEY ISD	08	06	06 - 08	M	 	 	20	REGION 20: SAN ANTONIO	 
163908103	N	0	0	0	CASTROVILLE ELEMENTARY	 	N	N	N	N	N	N	N	N	N	N	N	83	50	775	Y	641	43	30	1200	Y	511	72	55	800	Y	576	.	75	.	 	.	MEDINA	163	97	17.6	550	594	312	52.5	19	3.2	M	 	MEDINA VALLEY ISD	05	PK	PK - 05	E	 	 	20	REGION 20: SAN ANTONIO	 
163908104	N	1	1	1	LACOSTE EL	 	N	N	N	N	N	N	N	N	N	N	N	81	50	596	Y	485	52	30	1200	Y	627	73	55	800	Y	585	.	75	.	 	.	MEDINA	163	85	19.7	431	532	397	74.6	59	11.1	M	 	MEDINA VALLEY ISD	05	PK	PK - 05	E	 	 	20	REGION 20: SAN ANTONIO	 
163908105	N	0	0	1	POTRANCO EL	 	N	N	N	N	N	N	N	N	N	N	N	85	50	714	Y	610	43	30	1200	Y	516	83	55	800	Y	666	.	75	.	 	.	MEDINA	163	100	19.2	520	607	308	50.7	46	7.6	M	 	MEDINA VALLEY ISD	05	EE	EE - 05	E	 	 	20	REGION 20: SAN ANTONIO	 
164901001	N	1	1	1	MENARD H S	 	N	N	N	N	N	N	N	N	N	N	N	80	50	289	Y	230	33	17	600	Y	195	76	55	900	Y	681	83	75	200	Y	165.2	MENARD	164	19	18.3	104	89	44	49.4	7	7.9	M	 	MENARD ISD	12	09	09 - 12	S	 	 	15	REGION 15: SAN ANGELO	 
164901041	N	0	0	0	MENARD J H	 	N	N	N	N	N	N	N	N	N	N	N	57	50	234	Y	134	29	29	1200	Y	353	52	55	700	N	364	.	75	.	 	.	MENARD	164	11	15.1	73	81	56	69.1	3	3.7	I	 	MENARD ISD	08	06	06 - 08	M	 	 	15	REGION 15: SAN ANGELO	 
164901101	N	0	1	0	MENARD EL	 	N	N	N	N	N	N	N	N	N	N	N	75	50	171	Y	129	52	30	400	Y	208	71	55	600	Y	425	.	75	.	 	.	MENARD	164	24	18.5	130	169	131	77.5	10	5.9	M	 	MENARD ISD	05	PK	PK - 05	E	 	 	15	REGION 15: SAN ANGELO	 
165802101	N	0	0	0	MIDLAND ACADEMY CHARTER SCHOOL	 	N	N	Y	N	N	N	N	N	N	N	N	63	50	565	Y	354	41	30	1200	Y	490	64	55	900	Y	576	100	75	100	Y	100	MIDLAND	165	22	5.7	383	490	308	62.9	45	9.2	M	 	MIDLAND ACADEMY CHARTER SCHOOL	08	PK	PK - 08	E	 	 	18	REGION 18: MIDLAND	 
165901002	N	0	0	0	LEE H S	 	N	N	N	N	N	N	N	N	N	N	N	72	50	6397	Y	4589	29	17	1600	Y	461	68	55	1300	Y	881	82	75	1000	Y	818.4	MIDLAND	165	467	20.3	2296	2204	592	26.9	98	4.4	M	 	MIDLAND ISD	12	09	09 - 12	S	 	 	18	REGION 18: MIDLAND	 
165901003	N	0	0	0	MIDLAND H S	 	N	N	N	N	N	N	N	N	N	N	N	72	50	6039	Y	4376	24	17	1600	Y	379	62	55	1500	Y	936	78	75	900	Y	697.6	MIDLAND	165	448	20.2	2221	2062	572	27.7	46	2.2	M	 	MIDLAND ISD	12	09	09 - 12	S	 	 	18	REGION 18: MIDLAND	 
165901004	N	 	 	 	VIOLA M COLEMAN H S	AEC OF CHOICE	Y	Y	N	N	N	N	N	N	N	N	N	37	25	92	Y	34	13	9	200	Y	25	30	30	400	Y	121	100	45	200	Y	157.1	MIDLAND	165	203	94.9	214	132	50	37.9	2	1.5	A	 	MIDLAND ISD	12	EE	EE - 12	B	 	 	18	REGION 18: MIDLAND	 
165901006	N	0	1	1	EARLY COLLEGE H S AT MIDLAND COLLE	 	N	N	N	N	N	N	N	N	N	N	N	94	50	1081	Y	1012	31	17	1400	Y	437	93	55	1000	Y	927	94	75	300	Y	281	MIDLAND	165	18	7.1	255	316	165	52.2	4	1.3	M	 	MIDLAND ISD	12	09	09 - 12	S	 	 	18	REGION 18: MIDLAND	 
165901030	N	 	 	 	MIDLAND ALTERNATIVE PROGRAM	 	N	N	N	Y	N	N	N	N	N	N	N	.	50	0	X	0	.	.	0	X	.	.	55	0	X	.	.	75	.	X	.	MIDLAND	165	69	100	69	16	9	56.3	1	6.3	X	 	MIDLAND ISD	10	07	07 - 10	S	 	 	18	REGION 18: MIDLAND	 
165901041	N	0	0	0	ALAMO J H	 	N	N	N	N	N	N	N	N	N	N	N	59	50	2485	Y	1463	31	29	1600	Y	492	49	55	1500	N	731	.	75	.	 	.	MIDLAND	165	131	14.7	891	764	388	50.8	26	3.4	I	 	MIDLAND ISD	08	07	07 - 08	M	 	 	18	REGION 18: MIDLAND	 
