CAMPUS	CAD_GAP	CAD_MATH	CAD_POST	CAD_PROGRESS	CAD_READ	CAD_SCIE	CAD_SOCI	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CUT	CI4_GRD_WGT	CI4_MET	CI4_PSG_WGT	CI4_RHS_WGT	CI4_STR_WGT	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	C_RATING	C_UPDATE	DISTNAME	DISTRICT	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME
160905001	0	0	0	0	0	0	0	LOHN SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	54	60	150	N	81	24	15	600	Y	146	26	31	1000	N	255	18	21	.	N	.	.	17.7	MCCULLOCH	160	33	29.7	111	127	100	78.7	0	0	I	 	LOHN ISD	160905	12	PK	PK - 12	B	 	 	15	REGION 15: SAN ANGELO
161801101	0	 	0	0	0	0	 	WACO CHARTER SCHOOL	 	N	N	Y	N	N	N	N	N	N	N	N	64	60	135	Y	86	45	30	400	Y	181	34	28	600	Y	206	16	12	.	Y	.	.	15.5	MCLENNAN	161	8	4.8	168	223	222	99.6	57	25.6	M	 	WACO CHARTER SCHOOL	161801	05	PK	PK - 05	E	 	 	12	REGION 12: WACO
161802001	1	1	1	1	1	0	1	PAUL AND JANE MEYER PUBLIC H S	 	N	N	Y	N	N	N	N	N	N	N	N	97	60	210	Y	203	30	15	200	Y	60	59	31	800	Y	468	85	57	24.1	Y	19.5	22.2	18.8	MCLENNAN	161	12	8.1	148	161	83	51.6	1	0.6	M	 	RAPOPORT ACADEMY PUBLIC SCHOOL	161802	12	09	09 - 12	S	 	 	12	REGION 12: WACO
161802101	0	 	0	0	0	 	 	AUDRE AND BERNARD RAPOPORT ACADEMY	 	N	N	Y	N	N	N	N	N	N	N	N	64	60	95	Y	61	35	30	200	Y	70	37	28	400	Y	147	9	12	.	N	.	.	9	MCLENNAN	161	9	6.6	137	202	143	70.8	5	2.5	I	 	RAPOPORT ACADEMY PUBLIC SCHOOL	161802	04	PK	PK - 04	E	 	 	12	REGION 12: WACO
161802102	0	0	0	0	0	0	0	QUINN CAMPUS PUBLIC MIDDLE	 	N	N	Y	N	N	N	N	N	N	N	N	76	60	391	Y	296	29	28	800	Y	234	37	27	1600	Y	597	28	13	.	Y	.	.	27.5	MCLENNAN	161	21	10.8	195	219	153	69.9	4	1.8	M	 	RAPOPORT ACADEMY PUBLIC SCHOOL	161802	08	05	05 - 08	M	 	 	12	REGION 12: WACO
161802103	0	 	0	0	0	 	 	RAPOPORT ACADEMY EL - NORTH CAMPUS	 	N	N	Y	N	N	N	N	N	N	N	N	74	60	99	Y	73	44	30	200	Y	87	41	28	400	Y	165	20	12	.	Y	.	.	20	MCLENNAN	161	16	11.3	141	201	126	62.7	7	3.5	M	 	RAPOPORT ACADEMY PUBLIC SCHOOL	161802	04	PK	PK - 04	E	 	 	12	REGION 12: WACO
161807001	1	1	1	0	0	1	1	HARMONY SCIENCE ACAD (WACO)	 	N	N	Y	N	N	N	N	N	N	N	N	76	60	1048	Y	796	34	15	1000	Y	337	42	31	2200	Y	928	82	57	25	Y	25	25	7	MCLENNAN	161	57	8.2	699	764	611	80	88	11.5	M	 	HARMONY SCIENCE ACAD (WACO)	161807	12	KG	KG - 12	B	 	 	12	REGION 12: WACO
161807002	0	 	0	0	0	0	 	HARMONY SCIENCE ACADEMY - GARLAND	 	N	N	Y	N	N	N	N	N	N	N	N	76	60	487	Y	370	33	30	1200	Y	395	38	28	1400	Y	525	26	12	.	Y	.	.	26	MCLENNAN	161	90	13.5	669	610	338	55.4	122	20	M	 	HARMONY SCIENCE ACAD (WACO)	161807	05	KG	KG - 05	E	 	 	12	REGION 12: WACO
161807003	1	1	1	0	1	1	1	HARMONY SCIENCE ACADEMY - DALLAS	 	N	N	Y	N	N	N	N	N	N	N	N	77	60	1698	Y	1314	35	15	1200	Y	414	43	31	2200	Y	948	81	57	23.3	Y	22.4	25	10.4	MCLENNAN	161	113	9.2	1222	1233	1002	81.3	445	36.1	M	 	HARMONY SCIENCE ACAD (WACO)	161807	12	KG	KG - 12	B	 	 	12	REGION 12: WACO
161807004	1	1	1	1	1	1	1	HARMONY SCHOOL OF INNOVATION - DAL	 	N	N	Y	N	N	N	N	N	N	N	N	88	60	787	Y	691	45	15	1200	Y	541	47	31	2200	Y	1023	88	57	25	Y	25	25	13.1	MCLENNAN	161	99	15.2	653	634	275	43.4	77	12.1	M	 	HARMONY SCIENCE ACAD (WACO)	161807	12	KG	KG - 12	B	 	 	12	REGION 12: WACO
161807005	0	1	0	0	0	0	1	HARMONY SCHOOL OF BUSINESS - DALLA	 	N	N	Y	N	N	N	N	N	N	N	N	81	60	906	Y	734	39	15	1200	Y	463	41	31	2200	Y	910	38	21	.	Y	.	.	38.2	MCLENNAN	161	90	13.9	648	776	355	45.7	195	25.1	M	 	HARMONY SCIENCE ACAD (WACO)	161807	10	KG	KG - 10	B	 	 	12	REGION 12: WACO
161807006	0	0	0	0	0	1	0	HARMONY SCHOOL OF INNOVATION - GAR	 	N	N	Y	N	N	N	Y	N	N	N	N	88	60	807	Y	714	38	15	1200	Y	459	49	31	1000	Y	493	51	21	.	Y	.	.	50.6	MCLENNAN	161	.	.	.	456	212	46.5	44	9.6	M	 	HARMONY SCIENCE ACAD (WACO)	161807	12	06	06 - 12	B	 	 	12	REGION 12: WACO
161807007	0	 	0	0	0	 	 	HARMONY SCIENCE ACADEMY- FORT WORT	 	N	N	Y	N	N	N	Y	N	N	N	N	78	60	150	Y	117	40	30	200	Y	80	42	28	200	Y	84	41	12	.	Y	.	.	41.3	MCLENNAN	161	.	.	.	638	336	52.7	124	19.4	M	 	HARMONY SCIENCE ACAD (WACO)	161807	03	KG	KG - 03	E	 	 	12	REGION 12: WACO
161807008	0	1	0	0	0	0	0	HARMONY SCIENCE ACADEMY - GRAND PR	 	N	N	Y	N	N	N	Y	N	N	N	N	73	60	558	Y	406	34	30	1000	Y	343	33	28	800	Y	262	29	12	.	Y	.	.	29.3	MCLENNAN	161	.	.	.	548	374	68.2	151	27.6	M	 	HARMONY SCIENCE ACAD (WACO)	161807	08	KG	KG - 08	E	 	 	12	REGION 12: WACO
161807009	1	1	1	1	1	1	1	HARMONY SCIENCE ACADEMY - EULESS	 	N	N	Y	N	N	N	Y	N	N	N	N	90	60	1099	Y	991	48	15	1200	Y	579	54	31	1000	Y	539	53	21	.	Y	.	.	53	MCLENNAN	161	.	.	.	607	334	55	84	13.8	M	 	HARMONY SCIENCE ACAD (WACO)	161807	12	05	05 - 12	B	 	 	12	REGION 12: WACO
161807010	0	1	1	0	1	1	0	HARMONY SCHOOL OF NATURE AND ATHLE	 	N	N	Y	N	N	N	Y	N	N	N	N	84	60	1161	Y	975	38	15	1200	Y	459	43	31	1000	Y	433	50	21	.	Y	.	.	50.2	MCLENNAN	161	.	.	.	808	408	50.5	105	13	M	 	HARMONY SCIENCE ACAD (WACO)	161807	12	KG	KG - 12	B	 	 	12	REGION 12: WACO
161807011	1	1	1	1	1	1	1	HARMONY SCHOOL OF INNOVATION - FOR	 	N	N	Y	N	N	N	Y	N	N	N	N	84	60	1450	Y	1218	43	15	1400	Y	605	49	31	1000	Y	487	54	21	.	Y	.	.	54.3	MCLENNAN	161	.	.	.	929	411	44.2	77	8.3	M	 	HARMONY SCIENCE ACAD (WACO)	161807	12	04	04 - 12	B	 	 	12	REGION 12: WACO
161807012	0	 	0	0	0	1	 	HARMONY SCHOOL OF INNOVATION- EULE	 	N	N	Y	N	N	N	Y	N	N	N	N	82	60	448	Y	367	44	30	1000	Y	443	46	28	600	Y	275	41	12	.	Y	.	.	41.4	MCLENNAN	161	.	.	.	630	323	51.3	187	29.7	M	 	HARMONY SCIENCE ACAD (WACO)	161807	05	KG	KG - 05	E	 	 	12	REGION 12: WACO
161901001	1	1	1	0	1	1	1	CRAWFORD H S	 	N	N	N	N	N	N	N	N	N	N	N	93	60	432	Y	402	32	15	400	Y	127	51	31	800	Y	405	89	57	25	Y	23.5	24	16.3	MCLENNAN	161	30	10	301	280	55	19.6	0	0	M	 	CRAWFORD ISD	161901	12	07	07 - 12	S	 	 	12	REGION 12: WACO
161901004	 	 	 	 	 	 	 	CHALLENGE ACADEMY	 	N	N	N	N	N	Y	Y	N	N	N	N	.	60	.	X	.	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	MCLENNAN	161	.	.	.	1	0	0	0	0	X	 	CRAWFORD ISD	161901	11	11	11 - 11	S	 	 	12	REGION 12: WACO
161901005	 	 	 	 	 	 	 	AXTELL/BRUCEVILLE-EDDY LEARNING CE	 	N	N	N	N	N	N	N	N	N	N	N	.	60	2	Z	2	.	15	0	Z	.	.	31	0	Z	.	.	.	.	Z	.	.	.	MCLENNAN	161	4	100	4	3	0	0	0	0	Z	 	CRAWFORD ISD	161901	11	11	11 - 11	S	 	 	12	REGION 12: WACO
161901101	0	 	1	0	0	0	 	CRAWFORD EL	 	N	N	N	N	N	N	N	N	N	N	N	95	60	256	Y	244	45	30	400	Y	178	46	28	600	Y	277	58	12	.	Y	.	.	58	MCLENNAN	161	25	9.4	265	301	74	24.6	5	1.7	M	 	CRAWFORD ISD	161901	06	EE	EE - 06	E	 	 	12	REGION 12: WACO
161903001	0	0	1	1	1	1	0	MIDWAY H S	 	N	N	N	N	N	N	N	N	N	N	N	92	60	2891	Y	2662	28	15	1000	Y	284	52	31	2400	Y	1239	83	57	24.8	Y	19.4	21.3	17.6	MCLENNAN	161	239	10.2	2339	2281	572	25.1	16	0.7	M	 	MIDWAY ISD	161903	12	09	09 - 12	S	 	 	12	REGION 12: WACO
161903004	 	 	 	 	 	 	 	CHALLENGE ACADEMY	 	N	N	N	N	N	Y	N	N	N	N	N	.	60	.	X	.	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	MCLENNAN	161	15	93.8	16	6	2	33.3	0	0	X	 	MIDWAY ISD	161903	11	08	08 - 11	S	 	 	12	REGION 12: WACO
161903041	0	0	0	1	0	0	1	MIDWAY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	88	60	2922	Y	2557	44	28	1400	Y	609	46	27	1800	Y	819	44	13	.	Y	.	.	43.8	MCLENNAN	161	110	8.6	1276	1192	363	30.5	16	1.3	M	 	MIDWAY ISD	161903	08	07	07 - 08	M	 	 	12	REGION 12: WACO
161903101	1	 	1	1	1	 	 	WOODWAY EL	 	N	N	N	N	N	N	N	N	N	N	N	95	60	258	Y	244	53	30	400	Y	210	53	28	600	Y	319	57	12	.	Y	.	.	57.3	MCLENNAN	161	62	13.4	464	556	183	32.9	27	4.9	M	 	MIDWAY ISD	161903	04	EE	EE - 04	E	 	 	12	REGION 12: WACO
161903102	1	 	0	1	0	 	 	HEWITT EL	 	N	N	N	N	N	N	N	N	N	N	N	88	60	229	Y	201	46	30	800	Y	368	50	28	800	Y	396	38	12	.	Y	.	.	38	MCLENNAN	161	74	18.4	402	582	313	53.8	128	22	M	 	MIDWAY ISD	161903	04	PK	PK - 04	E	 	 	12	REGION 12: WACO
161903103	1	 	1	0	1	 	 	SPEEGLEVILLE EL	 	N	N	N	N	N	N	N	N	N	N	N	89	60	140	Y	125	37	30	400	Y	148	52	28	400	Y	207	44	12	.	Y	.	.	44	MCLENNAN	161	26	12.8	203	276	127	46	3	1.1	M	 	MIDWAY ISD	161903	04	PK	PK - 04	E	 	 	12	REGION 12: WACO
161903104	1	 	1	1	1	 	 	SPRING VALLEY EL	 	N	N	N	N	N	N	N	N	N	N	N	92	60	239	Y	219	47	30	400	Y	189	54	28	600	Y	323	48	12	.	Y	.	.	48.3	MCLENNAN	161	53	13.5	392	485	142	29.3	34	7	M	 	MIDWAY ISD	161903	04	PK	PK - 04	E	 	 	12	REGION 12: WACO
161903105	0	 	1	1	1	 	 	SOUTH BOSQUE EL	 	N	N	N	N	N	N	N	N	N	N	N	96	60	301	Y	290	62	30	400	Y	246	50	28	400	Y	198	73	12	.	Y	.	.	73	MCLENNAN	161	49	10.4	471	527	79	15	14	2.7	M	 	MIDWAY ISD	161903	04	PK	PK - 04	E	 	 	12	REGION 12: WACO
161903106	1	 	0	1	1	1	 	WOODGATE INT	 	N	N	N	N	N	N	N	N	N	N	N	92	60	720	Y	662	44	28	1000	Y	435	54	27	1200	Y	645	41	13	.	Y	.	.	40.8	MCLENNAN	161	64	10.8	594	574	228	39.7	20	3.5	M	 	MIDWAY ISD	161903	06	05	05 - 06	M	 	 	12	REGION 12: WACO
161903107	0	 	0	0	0	 	 	CASTLEMAN CREEK EL	 	N	N	N	N	N	N	N	N	N	N	N	83	60	293	Y	242	38	30	600	Y	226	41	28	1000	Y	408	31	12	.	Y	.	.	31	MCLENNAN	161	60	13.3	450	578	229	39.6	43	7.4	M	 	MIDWAY ISD	161903	04	EE	EE - 04	E	 	 	12	REGION 12: WACO
161903108	0	 	1	1	1	0	 	RIVER VALLEY INT	 	N	N	N	N	N	N	N	N	N	N	N	94	60	775	Y	729	45	28	1000	Y	448	48	27	1000	Y	475	54	13	.	Y	.	.	53.6	MCLENNAN	161	57	9.4	608	586	135	23	17	2.9	M	 	MIDWAY ISD	161903	06	05	05 - 06	M	 	 	12	REGION 12: WACO
161906002	0	0	0	0	0	0	0	LA VEGA H S	 	N	N	N	N	N	N	N	N	N	N	N	60	60	1147	Y	687	14	15	1000	N	136	35	31	2400	Y	831	64	57	23.9	Y	15.9	17.5	6.7	MCLENNAN	161	133	16.3	814	742	563	75.9	97	13.1	M	 	LA VEGA ISD	161906	12	09	09 - 12	S	 	 	12	REGION 12: WACO
161906042	0	0	0	0	0	0	0	LA VEGA J H GEORGE DIXON CAMPUS	 	N	N	N	N	N	N	N	N	N	N	N	63	60	1031	Y	652	37	28	1000	Y	368	34	27	2600	Y	885	18	13	.	Y	.	.	17.5	MCLENNAN	161	71	15.1	470	451	374	82.9	82	18.2	M	 	LA VEGA ISD	161906	08	07	07 - 08	M	 	 	12	REGION 12: WACO
161906103	0	 	0	0	0	0	 	LA VEGA INT H P MILES CAMPUS	 	N	N	N	N	N	N	N	N	N	N	N	74	60	965	Y	713	38	30	1000	Y	379	39	28	1800	Y	697	22	12	.	Y	.	.	22.3	MCLENNAN	161	102	14.4	708	662	560	84.6	171	25.8	M	 	LA VEGA ISD	161906	06	04	04 - 06	E	 	 	12	REGION 12: WACO
161906105	1	 	1	1	1	 	 	LA VEGA EL	 	N	N	N	N	N	N	N	N	N	Y	N	97	60	188	Y	183	75	30	600	Y	450	70	28	600	Y	420	61	12	.	Y	.	.	60.8	MCLENNAN	161	120	16	752	702	594	84.6	212	30.2	M	 	LA VEGA ISD	161906	03	01	01 - 03	E	 	 	12	REGION 12: WACO
161906106	 	 	 	 	 	 	 	LA VEGA PRI	 	N	N	N	N	Y	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	MCLENNAN	161	.	.	.	409	393	96.1	100	24.4	M	 	LA VEGA ISD	161906	KG	EE	EE - KG	E	161906105	LA VEGA EL	12	REGION 12: WACO
161907001	1	0	0	0	0	1	1	LORENA HIGH	 	N	N	N	N	N	N	N	N	N	N	N	90	60	582	Y	525	26	15	600	Y	157	53	31	800	Y	426	82	57	24.9	Y	22.7	19	15.1	MCLENNAN	161	49	9.1	540	522	110	21.1	1	0.2	M	 	LORENA ISD	161907	12	09	09 - 12	S	 	 	12	REGION 12: WACO
161907041	0	0	0	0	0	0	0	LORENA MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	86	60	781	Y	671	37	28	600	Y	221	39	27	1000	Y	388	43	13	.	Y	.	.	42.7	MCLENNAN	161	42	7.3	576	409	100	24.4	4	1	M	 	LORENA ISD	161907	08	06	06 - 08	M	 	 	12	REGION 12: WACO
161907101	0	 	0	0	0	0	 	LORENA EL	 	N	N	N	N	N	N	N	N	N	Y	N	93	60	465	Y	432	45	30	400	Y	178	46	28	600	Y	278	38	12	.	Y	.	.	37.7	MCLENNAN	161	18	5.5	329	316	100	31.6	5	1.6	M	 	LORENA ISD	161907	05	03	03 - 05	E	 	 	12	REGION 12: WACO
161907102	 	 	 	 	 	 	 	LORENA PRI	 	N	N	N	N	N	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	MCLENNAN	161	13	10.8	120	421	164	39	24	5.7	M	 	LORENA ISD	161907	02	EE	EE - 02	E	161907101	LORENA ELEMENTARY	12	REGION 12: WACO
161908002	1	1	0	0	0	0	0	MART H S	 	N	N	N	N	N	N	N	N	N	N	N	85	60	193	Y	164	24	15	400	Y	95	50	31	800	Y	396	72	57	24.2	Y	10.8	23.3	13.3	MCLENNAN	161	17	9.8	174	169	92	54.4	2	1.2	M	 	MART ISD	161908	12	09	09 - 12	S	 	 	12	REGION 12: WACO
161908003	 	 	 	 	 	 	 	MART ACADEMIC ALERNATIVE PROGRAM	 	N	N	N	N	N	N	N	N	N	N	N	.	60	.	Z	.	.	15	0	Z	.	.	31	0	Z	.	.	.	.	Z	.	.	.	MCLENNAN	161	0	0	1	2	2	100	0	0	Z	 	MART ISD	161908	12	12	12 - 12	S	 	 	12	REGION 12: WACO
161908004	 	 	 	 	 	 	 	CHALLENGE ACADEMY	 	N	N	N	N	N	Y	Y	N	N	N	N	.	60	.	X	.	.	28	0	X	.	.	27	0	X	.	.	.	.	X	.	.	.	MCLENNAN	161	1	50	2	2	1	50	0	0	X	 	MART ISD	161908	09	08	08 - 09	M	 	 	12	REGION 12: WACO
161908041	1	1	1	1	1	1	1	MART MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	87	60	236	Y	206	43	28	600	Y	256	47	27	1000	Y	465	34	13	.	Y	.	.	34	MCLENNAN	161	24	15.3	157	140	104	74.3	2	1.4	M	 	MART ISD	161908	08	05	05 - 08	M	 	 	12	REGION 12: WACO
161908102	0	 	0	0	0	 	 	MART EL	 	N	N	N	N	N	N	N	N	N	N	N	70	60	86	Y	60	21	30	200	N	42	34	28	400	Y	134	20	12	.	Y	.	.	20	MCLENNAN	161	28	19.6	143	176	157	89.2	11	6.3	M	 	MART ISD	161908	04	PK	PK - 04	E	 	 	12	REGION 12: WACO
161909001	1	1	0	0	1	0	1	MCGREGOR H S	 	N	N	N	N	N	N	N	N	N	N	N	90	60	556	Y	498	25	15	600	Y	150	50	31	1600	Y	800	69	57	24.3	Y	13.3	16.4	15.4	MCLENNAN	161	42	9.8	428	421	297	70.5	7	1.7	M	 	MCGREGOR ISD	161909	12	09	09 - 12	S	 	 	12	REGION 12: WACO
161909041	1	1	1	0	0	1	0	ISBILL J H	 	N	N	N	N	N	N	N	N	N	N	N	77	60	530	Y	409	34	28	600	Y	205	39	27	1600	Y	623	32	13	.	Y	.	.	32	MCLENNAN	161	35	8.3	422	283	202	71.4	15	5.3	M	 	MCGREGOR ISD	161909	08	06	06 - 08	M	 	 	12	REGION 12: WACO
161909101	0	 	0	0	0	0	 	MCGREGOR EL	 	N	N	N	N	N	N	N	N	N	Y	N	75	60	419	Y	313	39	30	800	Y	313	34	28	1200	Y	407	26	12	.	Y	.	.	26.3	MCLENNAN	161	52	11.5	452	397	286	72	68	17.1	M	 	MCGREGOR ISD	161909	05	02	02 - 05	E	 	 	12	REGION 12: WACO
161909102	 	 	 	 	 	 	 	MCGREGOR PRI	 	N	N	N	N	N	N	Y	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	MCLENNAN	161	.	.	.	272	186	68.4	82	30.1	M	 	MCGREGOR ISD	161909	01	EE	EE - 01	E	161909101	MCGREGOR EL	12	REGION 12: WACO
161910001	1	1	1	1	1	0	1	MOODY H S	 	N	N	N	N	N	N	N	N	N	N	N	91	60	241	Y	219	37	15	600	Y	224	54	31	800	Y	434	87	57	25	Y	24.2	19.1	18.3	MCLENNAN	161	37	15.9	233	215	123	57.2	2	0.9	M	 	MOODY ISD	161910	12	09	09 - 12	S	 	 	12	REGION 12: WACO
161910004	 	 	 	 	 	 	 	MCLENNAN CO CHALLENGE ACADEMY	 	N	N	N	N	N	Y	Y	N	N	N	N	.	60	.	X	.	.	28	0	X	.	.	27	0	X	.	.	.	.	X	.	.	.	MCLENNAN	161	.	.	.	1	1	100	0	0	X	 	MOODY ISD	161910	08	08	08 - 08	M	 	 	12	REGION 12: WACO
161910041	0	0	0	0	0	0	0	MOODY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	75	60	323	Y	241	36	28	600	Y	216	35	27	1000	Y	349	22	13	.	Y	.	.	22.3	MCLENNAN	161	33	15.5	213	205	128	62.4	12	5.9	M	 	MOODY ISD	161910	08	05	05 - 08	M	 	 	12	REGION 12: WACO
161910101	0	 	0	0	0	 	 	MOODY EL	 	N	N	N	N	N	N	N	N	N	Y	N	59	60	124	N	73	26	30	200	N	52	32	28	600	Y	192	15	12	.	Y	.	.	14.5	MCLENNAN	161	51	22	232	253	179	70.8	27	10.7	I	 	MOODY ISD	161910	04	KG	KG - 04	E	 	 	12	REGION 12: WACO
161910102	 	 	 	 	 	 	 	MOODY PRE-K	 	N	N	N	N	Y	N	N	Y	N	N	N	.	.	.	P	.	.	.	0	P	.	.	.	0	P	.	.	.	.	P	.	.	.	MCLENNAN	161	.	.	.	19	16	84.2	0	0	I	 	MOODY ISD	161910	PK	PK	PK - PK	E	161910101	MOODY EL	12	REGION 12: WACO
161912001	0	0	0	0	0	0	0	RIESEL SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	80	60	544	Y	436	31	15	600	Y	188	41	31	1200	Y	487	76	57	24.5	Y	19	22.8	9.4	MCLENNAN	161	35	10.6	329	300	117	39	1	0.3	M	 	RIESEL ISD	161912	12	07	07 - 12	S	 	 	12	REGION 12: WACO
161912101	0	 	0	0	0	1	 	FOSTER EL	 	N	N	N	N	N	N	N	N	N	N	N	87	60	225	Y	195	34	30	600	Y	206	45	28	800	Y	362	34	12	.	Y	.	.	34.3	MCLENNAN	161	32	13.1	245	296	135	45.6	2	0.7	M	 	RIESEL ISD	161912	06	PK	PK - 06	E	 	 	12	REGION 12: WACO
161914002	0	0	0	0	0	0	0	WACO H S	 	N	N	N	N	N	N	N	N	N	N	N	52	60	2955	N	1546	11	15	1200	N	133	31	31	2400	Y	752	73	57	21.3	Y	20.5	23.9	7.6	MCLENNAN	161	539	26.6	2023	1798	1359	75.6	178	9.9	I	 	WACO ISD	161914	12	09	09 - 12	S	 	 	12	REGION 12: WACO
161914003	0	0	0	0	0	1	0	UNIVERSITY H S	 	N	N	N	N	N	N	N	N	N	N	N	65	60	2505	Y	1638	16	15	1200	Y	195	38	31	1600	Y	611	77	57	22.8	Y	22.6	23	8.6	MCLENNAN	161	289	17.1	1692	1610	1348	83.7	190	11.8	M	 	WACO ISD	161914	12	PK	PK - 12	B	 	 	12	REGION 12: WACO
161914004	 	 	 	 	 	 	 	CHALLENGE ACADEMY	 	N	N	N	N	N	Y	N	N	N	N	N	.	60	.	X	.	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	MCLENNAN	161	53	100	53	20	18	90	3	15	X	 	WACO ISD	161914	12	06	06 - 12	B	 	 	12	REGION 12: WACO
161914005	 	 	 	 	 	 	 	G L WILEY OPPORTUNITY CENTER	 	N	N	N	Y	N	N	N	N	N	N	N	.	60	.	X	.	.	15	0	X	.	.	31	0	X	.	.	.	.	X	.	.	.	MCLENNAN	161	484	99.4	487	77	68	88.3	5	6.5	X	 	WACO ISD	161914	12	06	06 - 12	B	 	 	12	REGION 12: WACO
161914007	 	 	 	 	 	 	 	BRAZOS H S	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	31	35	236	N	74	20	7	200	Y	40	15	11	800	Y	122	86	33	55.4	Y	.	.	0.3	MCLENNAN	161	188	72.9	258	179	124	69.3	20	11.2	A	 	WACO ISD	161914	12	07	07 - 12	S	 	 	12	REGION 12: WACO
161914043	0	1	0	0	0	0	0	CESAR CHAVEZ MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	52	60	1650	N	859	33	28	1200	Y	393	32	27	2000	Y	646	15	13	.	Y	.	.	14.5	MCLENNAN	161	177	17.5	1009	910	835	91.8	169	18.6	M	 	WACO ISD	161914	08	06	06 - 08	M	 	 	12	REGION 12: WACO
161914044	0	1	1	0	1	1	1	TENNYSON MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	71	60	1650	Y	1165	31	28	1200	Y	377	40	27	2800	Y	1111	38	13	.	Y	.	.	38.3	MCLENNAN	161	163	17.7	922	902	712	78.9	70	7.8	M	 	WACO ISD	161914	08	06	06 - 08	M	 	 	12	REGION 12: WACO
161914048	0	0	0	0	0	0	0	G W CARVER MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	40	60	845	N	341	27	28	1000	N	267	19	27	1800	N	350	6	13	.	N	.	.	6	MCLENNAN	161	155	26.4	588	473	451	95.3	86	18.2	I	 	WACO ISD	161914	08	06	06 - 08	M	 	 	12	REGION 12: WACO
161914050	0	0	0	0	0	0	0	INDIAN SPRING MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	43	60	1016	N	437	29	28	1000	Y	291	21	27	1800	N	381	9	13	.	N	.	.	9.3	MCLENNAN	161	219	29.4	744	579	546	94.3	118	20.4	I	 	WACO ISD	161914	08	06	06 - 08	M	 	 	12	REGION 12: WACO
161914101	0	 	0	0	0	0	 	ALTA VISTA EL	 	N	N	N	N	N	N	N	N	N	N	N	54	60	334	N	182	32	30	800	Y	253	26	28	800	N	204	12	12	.	Y	.	.	12.3	MCLENNAN	161	108	23.9	452	520	481	92.5	123	23.7	I	 	WACO ISD	161914	05	PK	PK - 05	E	 	 	12	REGION 12: WACO
161914103	0	 	0	0	0	1	 	BELL'S HILL EL	 	N	N	N	N	N	N	N	N	N	N	N	66	60	543	Y	358	35	30	600	Y	209	38	28	600	Y	229	16	12	.	Y	.	.	16	MCLENNAN	161	108	16.2	666	815	795	97.5	402	49.3	M	 	WACO ISD	161914	05	EE	EE - 05	E	 	 	12	REGION 12: WACO
161914104	0	 	0	0	0	0	 	BROOK AVENUE EL	 	N	N	N	N	N	N	N	N	N	N	N	35	60	205	N	71	39	30	600	Y	231	15	28	1000	N	146	8	12	.	N	.	.	7.7	MCLENNAN	161	86	23.2	370	391	385	98.5	143	36.6	I	 	WACO ISD	161914	05	PK	PK - 05	E	 	 	12	REGION 12: WACO
161914105	0	 	0	0	0	1	 	CEDAR RIDGE EL	 	N	N	N	N	N	N	N	N	N	N	N	63	60	401	Y	254	40	30	800	Y	316	32	28	1000	Y	316	20	12	.	Y	.	.	20.3	MCLENNAN	161	110	19.7	557	627	606	96.7	197	31.4	M	 	WACO ISD	161914	05	EE	EE - 05	E	 	 	12	REGION 12: WACO
161914106	0	 	0	0	0	0	 	CRESTVIEW EL	 	N	N	N	N	N	N	N	N	N	N	N	48	60	404	N	195	35	30	800	Y	280	25	28	1000	N	249	9	12	.	N	.	.	9	MCLENNAN	161	124	21	590	703	656	93.3	179	25.5	I	 	WACO ISD	161914	05	EE	EE - 05	E	 	 	12	REGION 12: WACO
