CAMPUS	CAD_GAP	CAD_MATH	CAD_POST	CAD_PROGRESS	CAD_READ	CAD_SCIE	CAD_SOCI	CAMPNAME	CFLAEATYPE	CFLAEC	CFLALTED	CFLCHART	CFLDAEP	CFLEEK	CFLJJ	CFLNEWCAMP	CFLPAIR	CFLPAIRD	CFLPAIRO	CFLRTF	CI1	CI1_CUT	CI1_MAXPTS	CI1_MET	CI1_TOTPTS	CI2	CI2_CUT	CI2_MAXPTS	CI2_MET	CI2_TOTPTS	CI3	CI3_CUT	CI3_MAXPTS	CI3_MET	CI3_TOTPTS	CI4	CI4_CRB_WGT	CI4_CUT	CI4_GRD_WGT	CI4_MET	CI4_RHS_WGT	CI4_STR_WGT	CNTYNAME	COUNTY	CPEMALLC	CPEMALLP	CPEMALLT	CPETALLC	CPETECOC	CPETECOP	CPETLEPC	CPETLEPP	C_RATING	C_UPDATE	DISTNAME	DISTRICT	GRDHIGH	GRDLOW	GRDSPAN	GRDTYPE	PAIRCAMP	PAIRNAME	REGION	REGNNAME
194905001	0	0	0	 	0	0	0	DETROIT H S	 	N	N	N	N	N	N	N	N	N	N	N	71	55	177	Y	126	.	.	400	 	90	40	31	800	Y	320	57	13	57	25	Y	11.2	8.1	RED RIVER	194	15	10.1	149	130	68	52.3	0	0	M	 	DETROIT ISD	194905	12	09	09 - 12	S	 	 	08	REGION 08: MT PLEASANT
194905041	0	0	0	1	0	0	0	DETROIT J H	 	N	N	N	N	N	N	N	N	N	N	N	70	55	324	Y	227	36	28	800	Y	285	34	27	1000	Y	339	23	.	13	.	Y	.	22.5	RED RIVER	194	11	10	110	112	61	54.5	0	0	M	 	DETROIT ISD	194905	08	06	06 - 08	M	 	 	08	REGION 08: MT PLEASANT
194905101	0	0	0	0	0	1	 	DETROIT EL	 	N	N	N	N	N	N	N	N	N	N	N	69	55	274	Y	188	40	33	800	Y	322	37	28	800	Y	299	24	.	12	.	Y	.	24	RED RIVER	194	17	9.9	172	264	209	79.2	5	1.9	M	 	DETROIT ISD	194905	05	PK	PK - 05	E	 	 	08	REGION 08: MT PLEASANT
195901001	0	0	0	 	0	0	0	PECOS H S	 	N	N	N	N	N	N	N	N	N	N	N	75	55	1016	Y	766	.	.	600	 	96	41	31	1600	Y	655	65	8.8	57	24.6	Y	23	8.8	REEVES	195	87	14.4	606	596	422	70.8	16	2.7	M	 	PECOS-BARSTOW-TOYAH ISD	195901	12	09	09 - 12	S	 	 	18	REGION 18: MIDLAND
195901042	0	0	0	1	1	0	0	CROCKETT MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	64	55	1399	Y	901	39	28	1600	Y	624	31	27	2000	Y	627	26	.	13	.	Y	.	26	REEVES	195	46	8.7	529	495	364	73.5	20	4	M	 	PECOS-BARSTOW-TOYAH ISD	195901	08	06	06 - 08	M	 	 	18	REGION 18: MIDLAND
195901101	 	 	 	 	 	 	 	PECOS KIND	 	N	N	N	N	Y	N	N	Y	N	N	N	.	.	.	P	.	.	33	0	P	.	.	.	0	P	.	.	.	.	.	P	.	.	REEVES	195	.	.	.	295	197	66.8	45	15.3	M	 	PECOS-BARSTOW-TOYAH ISD	195901	KG	EE	EE - KG	E	195901106	AUSTIN EL	18	REGION 18: MIDLAND
195901106	1	1	0	1	0	 	 	AUSTIN EL	 	N	N	N	N	N	N	N	N	N	Y	N	77	55	314	Y	242	47	33	400	Y	189	43	28	400	Y	171	16	.	12	.	Y	.	16	REEVES	195	56	9.8	571	575	414	72	65	11.3	M	 	PECOS-BARSTOW-TOYAH ISD	195901	03	01	01 - 03	E	 	 	18	REGION 18: MIDLAND
195901109	0	0	0	0	0	0	 	HAYNES EL	 	N	N	N	N	N	N	N	N	N	N	N	66	55	1015	Y	669	35	33	1600	Y	557	33	28	800	Y	265	24	.	12	.	Y	.	23.5	REEVES	195	36	9.5	379	358	251	70.1	40	11.2	M	 	PECOS-BARSTOW-TOYAH ISD	195901	05	04	04 - 05	E	 	 	18	REGION 18: MIDLAND
195902001	0	0	1	 	1	0	1	BALMORHEA SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	71	55	264	Y	188	.	.	800	 	349	38	31	1000	Y	376	72	17.2	57	25	Y	21.4	8.8	REEVES	195	17	11	154	169	141	83.4	10	5.9	M	 	BALMORHEA ISD	195902	12	PK	PK - 12	B	 	 	18	REGION 18: MIDLAND
196901001	1	1	0	 	1	0	0	AUSTWELL-TIVOLI H S	 	N	N	N	N	N	N	N	N	N	N	N	85	55	161	Y	137	.	.	600	 	279	53	31	1000	Y	526	70	12.9	57	25	Y	22.4	9.3	REFUGIO	196	12	14.1	85	76	27	35.5	0	0	M	 	AUSTWELL-TIVOLI ISD	196901	12	07	07 - 12	S	 	 	03	REGION 03: VICTORIA
196901102	0	1	0	1	1	 	 	AUSTWELL-TIVOLI EL	 	N	N	N	N	N	N	N	N	N	N	N	84	55	104	Y	87	48	33	800	Y	382	41	28	800	Y	331	42	.	12	.	Y	.	41.5	REFUGIO	196	11	15.5	71	81	31	38.3	0	0	M	 	AUSTWELL-TIVOLI ISD	196901	06	KG	KG - 06	E	 	 	03	REGION 03: VICTORIA
196902001	0	0	0	 	0	0	0	WOODSBORO H S	 	N	N	N	N	N	N	N	N	N	N	N	78	55	514	Y	401	.	.	1200	 	442	41	31	1800	Y	729	55	7.5	57	24.2	N	14.7	8.8	REFUGIO	196	35	14.4	243	238	86	36.1	0	0	I	 	WOODSBORO ISD	196902	12	07	07 - 12	S	 	 	03	REGION 03: VICTORIA
196902102	0	0	0	0	0	0	 	WOODSBORO EL	 	N	N	N	N	N	N	N	N	N	N	N	73	55	279	Y	204	29	33	1200	N	347	36	28	1200	Y	430	20	.	12	.	Y	.	20	REFUGIO	196	25	11	228	274	165	60.2	0	0	I	 	WOODSBORO ISD	196902	06	EE	EE - 06	E	 	 	03	REGION 03: VICTORIA
196903001	0	1	0	 	1	0	0	REFUGIO H S	 	N	N	N	N	N	N	N	N	N	N	N	78	55	257	Y	200	.	.	600	 	95	42	31	1400	Y	588	69	14.3	57	24.1	Y	20.8	9.9	REFUGIO	196	30	13.7	219	189	87	46	1	0.5	M	 	REFUGIO ISD	196903	12	09	09 - 12	S	 	 	03	REGION 03: VICTORIA
196903042	0	0	0	0	0	0	0	REFUGIO J H	 	N	N	N	N	N	N	N	N	N	N	N	75	55	389	Y	292	34	28	800	Y	270	34	27	1000	Y	337	27	.	13	.	Y	.	27	REFUGIO	196	6	5.4	111	117	69	59	4	3.4	M	 	REFUGIO ISD	196903	08	07	07 - 08	M	 	 	03	REGION 03: VICTORIA
196903103	0	0	0	1	0	0	 	REFUGIO EL	 	N	N	N	N	N	N	N	N	N	N	N	70	55	539	Y	379	45	33	1200	Y	537	32	28	1600	Y	504	29	.	12	.	Y	.	28.7	REFUGIO	196	39	11.6	336	432	260	60.2	25	5.8	M	 	REFUGIO ISD	196903	06	PK	PK - 06	E	 	 	03	REGION 03: VICTORIA
197902001	1	1	0	 	0	0	0	MIAMI SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	86	55	321	Y	277	.	.	800	 	387	52	31	1000	Y	520	76	16.8	57	25	Y	22.9	11.1	ROBERTS	197	31	15.3	202	212	27	12.7	0	0	M	 	MIAMI ISD	197902	12	PK	PK - 12	B	 	 	16	REGION 16: AMARILLO
198901001	1	0	0	 	0	0	1	BREMOND H S	 	N	N	N	N	N	N	N	N	N	N	N	84	55	177	Y	148	.	.	200	 	65	46	31	800	Y	371	70	10.3	57	23.8	Y	20.7	15.4	ROBERTSON	198	23	14.5	159	141	57	40.4	1	0.7	M	 	BREMOND ISD	198901	12	09	09 - 12	S	 	 	06	REGION 06: HUNTSVILLE
198901041	0	0	0	0	1	0	0	BREMOND MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	79	55	285	Y	226	33	28	800	Y	267	38	27	1000	Y	377	32	.	13	.	Y	.	32	ROBERTSON	198	14	13.1	107	97	52	53.6	1	1	M	 	BREMOND ISD	198901	08	06	06 - 08	M	 	 	06	REGION 06: HUNTSVILLE
198901101	1	0	0	1	1	0	 	BREMOND EL	 	N	N	N	N	N	N	N	N	N	N	N	91	55	233	Y	211	54	33	800	Y	430	48	28	800	Y	382	40	.	12	.	Y	.	39.5	ROBERTSON	198	14	9	155	204	112	54.9	7	3.4	M	 	BREMOND ISD	198901	05	PK	PK - 05	E	 	 	06	REGION 06: HUNTSVILLE
198902101	0	0	0	 	0	0	0	CALVERT SCHOOL	 	N	N	N	N	N	N	N	N	N	N	N	62	55	250	Y	156	.	.	800	 	267	33	31	1000	Y	334	63	7.7	57	25	Y	23.1	7.1	ROBERTSON	198	28	19.7	142	164	134	81.7	0	0	M	 	CALVERT ISD	198902	12	PK	PK - 12	B	 	 	06	REGION 06: HUNTSVILLE
198903001	1	1	1	 	1	1	1	FRANKLIN H S	 	N	N	N	N	N	N	N	N	N	N	N	90	55	434	Y	390	.	.	600	 	177	51	31	800	Y	406	80	16.3	57	24.3	Y	22.9	16	ROBERTSON	198	38	12.3	309	289	95	32.9	4	1.4	M	 	FRANKLIN ISD	198903	12	09	09 - 12	S	 	 	06	REGION 06: HUNTSVILLE
198903041	1	1	1	1	1	1	1	FRANKLIN MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	93	55	719	Y	669	44	28	1200	Y	528	58	27	2000	Y	1169	60	.	13	.	Y	.	60.3	ROBERTSON	198	36	13.1	275	235	88	37.4	4	1.7	M	 	FRANKLIN ISD	198903	08	06	06 - 08	M	 	 	06	REGION 06: HUNTSVILLE
198903101	0	0	0	0	0	1	 	ROLAND REYNOLDS EL	 	N	N	N	N	N	N	N	N	N	N	N	86	55	589	Y	505	49	33	800	Y	391	48	28	1600	Y	764	43	.	12	.	Y	.	43.3	ROBERTSON	198	40	10.7	375	566	253	44.7	24	4.2	M	 	FRANKLIN ISD	198903	05	EE	EE - 05	E	 	 	06	REGION 06: HUNTSVILLE
198905002	0	0	0	 	0	0	0	HEARNE H S	 	N	N	N	N	N	N	N	N	N	N	N	60	55	373	Y	222	.	.	400	 	52	33	31	1400	Y	463	59	10.1	57	23.6	Y	19.9	5.4	ROBERTSON	198	56	19.9	281	233	211	90.6	5	2.1	M	 	HEARNE ISD	198905	12	09	09 - 12	S	 	 	06	REGION 06: HUNTSVILLE
198905042	0	0	0	0	0	0	0	HEARNE J H	 	N	N	N	N	N	N	N	N	N	N	N	56	55	415	Y	233	38	28	1200	Y	453	29	27	1400	Y	405	8	.	13	.	N	.	7.7	ROBERTSON	198	40	25.3	158	134	117	87.3	12	9	I	 	HEARNE ISD	198905	08	07	07 - 08	M	 	 	06	REGION 06: HUNTSVILLE
198905104	0	0	0	0	0	0	 	HEARNE EL	 	N	N	N	N	N	N	N	N	N	N	N	55	55	581	Y	320	35	33	2000	Y	701	29	28	2000	Y	571	7	.	12	.	N	.	7	ROBERTSON	198	114	22.3	511	565	546	96.6	110	19.5	I	 	HEARNE ISD	198905	06	PK	PK - 06	E	 	 	06	REGION 06: HUNTSVILLE
198906001	1	1	1	 	1	0	1	MUMFORD H S	 	N	N	N	N	N	N	N	N	N	N	N	90	55	448	Y	402	.	.	1200	 	444	48	31	1800	Y	868	78	13	57	25	Y	24.3	15.5	ROBERTSON	198	28	12.1	232	215	149	69.3	10	4.7	M	 	MUMFORD ISD	198906	12	07	07 - 12	S	 	 	06	REGION 06: HUNTSVILLE
198906101	1	1	1	0	1	0	 	MUMFORD EL	 	N	N	N	N	N	N	N	N	N	N	N	93	55	381	Y	354	41	33	1200	Y	490	51	28	1400	Y	715	49	.	12	.	Y	.	49.3	ROBERTSON	198	27	10.4	259	380	280	73.7	71	18.7	M	 	MUMFORD ISD	198906	06	PK	PK - 06	E	 	 	06	REGION 06: HUNTSVILLE
199901001	0	0	0	 	0	0	1	ROCKWALL H S	 	N	N	N	N	N	N	N	N	N	N	N	90	55	2847	Y	2551	.	.	1200	 	267	49	31	2400	Y	1178	82	19.9	57	24.5	Y	20.2	17.6	ROCKWALL	199	208	9.1	2276	2287	380	16.6	31	1.4	M	 	ROCKWALL ISD	199901	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON
199901002	 	 	 	 	 	 	 	ROCKWALL QUEST ACADEMY	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	.	30	0	Z	0	.	.	0	 	.	.	11	0	Z	.	100	.	45	98.1	Z	.	.	ROCKWALL	199	80	98.8	81	42	17	40.5	3	7.1	Z	 	ROCKWALL ISD	199901	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON
199901004	1	1	0	 	0	1	1	ROCKWALL-HEATH H S	 	N	N	N	N	N	N	N	N	N	N	N	90	55	2656	Y	2401	.	.	1000	 	239	49	31	2400	Y	1168	77	14.2	57	24.4	Y	21.1	17.1	ROCKWALL	199	201	9.2	2181	2075	541	26.1	53	2.6	M	 	ROCKWALL ISD	199901	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON
199901042	0	0	0	0	0	1	0	J W WILLIAMS MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	91	55	2629	Y	2391	36	28	2400	Y	875	49	27	2800	Y	1372	56	.	13	.	Y	.	55.8	ROCKWALL	199	57	7.4	766	766	116	15.1	5	0.7	M	 	ROCKWALL ISD	199901	08	07	07 - 08	M	 	 	10	REGION 10: RICHARDSON
199901043	0	1	1	1	0	1	1	MAURINE CAIN MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	90	55	3105	Y	2805	43	28	2800	Y	1210	48	27	2800	Y	1336	64	.	13	.	Y	.	63.8	ROCKWALL	199	58	6.4	900	909	245	27	60	6.6	M	 	ROCKWALL ISD	199901	08	07	07 - 08	M	 	 	10	REGION 10: RICHARDSON
199901044	0	1	0	0	0	0	0	HERMAN E UTLEY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	86	55	2351	Y	2026	39	28	2400	Y	938	44	27	3000	Y	1334	47	.	13	.	Y	.	47.4	ROCKWALL	199	66	8.8	753	704	196	27.8	18	2.6	M	 	ROCKWALL ISD	199901	08	07	07 - 08	M	 	 	10	REGION 10: RICHARDSON
199901101	1	0	1	1	1	0	 	VIRGINIA REINHARDT EL	 	N	N	N	N	N	N	N	N	N	N	N	92	55	687	Y	633	51	33	1200	Y	610	49	28	1200	Y	589	48	.	12	.	Y	.	48.3	ROCKWALL	199	76	16.1	471	557	161	28.9	21	3.8	M	 	ROCKWALL ISD	199901	06	PK	PK - 06	E	 	 	10	REGION 10: RICHARDSON
199901102	1	0	0	0	1	0	 	HOWARD DOBBS EL	 	N	N	N	N	N	N	N	N	N	N	N	90	55	680	Y	612	51	33	1600	Y	808	54	28	1600	Y	871	41	.	12	.	Y	.	41	ROCKWALL	199	35	7.8	446	557	310	55.7	144	25.9	M	 	ROCKWALL ISD	199901	06	PK	PK - 06	E	 	 	10	REGION 10: RICHARDSON
199901103	0	0	0	0	0	0	 	AMANDA ROCHELL EL	 	N	N	N	N	N	N	N	N	N	N	N	79	55	779	Y	619	41	33	2000	Y	827	42	28	1800	Y	757	28	.	12	.	Y	.	28	ROCKWALL	199	33	6.4	513	591	321	54.3	156	26.4	M	 	ROCKWALL ISD	199901	06	PK	PK - 06	E	 	 	10	REGION 10: RICHARDSON
199901105	0	0	0	0	0	0	 	DORIS CULLINS-LAKE POINTE EL	 	N	N	N	N	N	N	N	N	N	N	N	81	55	1124	Y	908	40	33	2000	Y	798	42	28	1600	Y	665	27	.	12	.	Y	.	26.8	ROCKWALL	199	77	10.4	738	765	247	32.3	42	5.5	M	 	ROCKWALL ISD	199901	06	KG	KG - 06	E	 	 	10	REGION 10: RICHARDSON
199901106	0	0	0	0	0	0	 	AMY PARKS-HEATH EL	 	N	N	N	N	N	N	N	N	N	N	N	94	55	1179	Y	1106	46	33	1200	Y	551	53	28	1200	Y	634	58	.	12	.	Y	.	58.3	ROCKWALL	199	31	4.5	688	733	43	5.9	3	0.4	M	 	ROCKWALL ISD	199901	06	KG	KG - 06	E	 	 	10	REGION 10: RICHARDSON
199901107	0	0	0	0	0	0	 	NEBBIE WILLIAMS EL	 	N	N	N	N	N	N	N	N	N	N	N	94	55	905	Y	854	48	33	1200	Y	572	58	28	1400	Y	806	63	.	12	.	Y	.	62.7	ROCKWALL	199	34	6	563	596	28	4.7	8	1.3	M	 	ROCKWALL ISD	199901	06	KG	KG - 06	E	 	 	10	REGION 10: RICHARDSON
199901108	0	0	0	0	0	0	 	DOROTHY SMITH PULLEN EL	 	N	N	N	N	N	N	N	N	N	N	N	88	55	874	Y	769	49	33	1200	Y	583	45	28	1200	Y	538	46	.	12	.	Y	.	46.3	ROCKWALL	199	42	7.3	575	598	93	15.6	27	4.5	M	 	ROCKWALL ISD	199901	06	KG	KG - 06	E	 	 	10	REGION 10: RICHARDSON
199901109	0	0	0	1	0	1	 	DORRIS A JONES EL	 	N	N	N	N	N	N	N	N	N	N	N	81	55	864	Y	703	51	33	1800	Y	916	47	28	2000	Y	930	34	.	12	.	Y	.	33.5	ROCKWALL	199	42	7.2	580	628	268	42.7	145	23.1	M	 	ROCKWALL ISD	199901	06	PK	PK - 06	E	 	 	10	REGION 10: RICHARDSON
199901110	0	0	0	0	0	0	 	GRACE HARTMAN EL	 	N	N	N	N	N	N	N	N	N	N	N	96	55	1022	Y	986	49	33	1200	Y	583	55	28	1600	Y	881	67	.	12	.	Y	.	66.7	ROCKWALL	199	47	7.5	629	623	40	6.4	5	0.8	M	 	ROCKWALL ISD	199901	06	EE	EE - 06	E	 	 	10	REGION 10: RICHARDSON
199901111	0	0	0	0	0	0	 	OUIDA SPRINGER	 	N	N	N	N	N	N	N	N	N	N	N	81	55	833	Y	678	44	33	1600	Y	709	44	28	2000	Y	871	37	.	12	.	Y	.	37.3	ROCKWALL	199	68	12.3	555	636	335	52.7	253	39.8	M	 	ROCKWALL ISD	199901	06	PK	PK - 06	E	 	 	10	REGION 10: RICHARDSON
199901112	1	0	0	0	0	0	 	CELIA HAYS EL	 	N	N	N	N	N	N	N	N	N	N	N	95	55	541	Y	512	39	33	800	Y	312	56	28	1200	Y	669	50	.	12	.	Y	.	49.5	ROCKWALL	199	44	6.8	650	429	47	11	7	1.6	M	 	ROCKWALL ISD	199901	06	EE	EE - 06	E	 	 	10	REGION 10: RICHARDSON
199901113	0	0	0	0	0	0	 	SHARON SHANNON EL	 	N	N	N	N	N	N	N	N	N	N	N	81	55	754	Y	609	37	33	1600	Y	594	41	28	1200	Y	489	36	.	12	.	Y	.	36	ROCKWALL	199	42	9.2	457	597	181	30.3	43	7.2	M	 	ROCKWALL ISD	199901	06	EE	EE - 06	E	 	 	10	REGION 10: RICHARDSON
199901114	1	0	0	0	0	0	 	BILLIE STEVENSON EL	 	N	N	N	N	N	N	Y	N	N	N	N	86	55	537	Y	460	47	33	1200	Y	559	55	28	400	Y	219	40	.	12	.	Y	.	39.7	ROCKWALL	199	.	.	.	430	51	11.9	10	2.3	M	 	ROCKWALL ISD	199901	06	EE	EE - 06	E	 	 	10	REGION 10: RICHARDSON
199902002	0	0	1	 	0	0	0	ROYSE CITY H S	 	N	N	N	N	N	N	N	N	N	N	N	78	55	2049	Y	1599	.	.	1000	 	180	40	31	2200	Y	874	78	18.4	57	24.4	Y	23.2	11.7	ROCKWALL	199	171	12.1	1409	1372	476	34.7	19	1.4	M	 	ROYSE CITY ISD	199902	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON
199902003	 	 	 	 	 	 	 	HH BROWNING ALTERNATIVE LEARNING C	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	43	30	23	Y	10	.	.	0	 	.	15	11	200	Y	30	100	.	45	88.7	Y	.	.	ROCKWALL	199	99	90	110	36	13	36.1	0	0	A	 	ROYSE CITY ISD	199902	12	09	09 - 12	S	 	 	10	REGION 10: RICHARDSON
199902041	0	0	0	0	0	0	0	ROYSE CITY MIDDLE	 	N	N	N	N	N	N	N	N	N	N	N	80	55	2502	Y	1996	31	28	2400	Y	742	40	27	2600	Y	1046	38	.	13	.	Y	.	37.5	ROCKWALL	199	71	9.1	782	758	294	38.8	38	5	M	 	ROYSE CITY ISD	199902	08	07	07 - 08	M	 	 	10	REGION 10: RICHARDSON
199902042	0	0	0	0	0	0	 	RUTH CHERRY INT	 	N	N	N	N	N	N	N	N	N	N	N	81	55	909	Y	732	40	28	2200	Y	886	41	27	1200	Y	492	27	.	13	.	Y	.	27	ROCKWALL	199	44	11.4	387	381	153	40.2	30	7.9	M	 	ROYSE CITY ISD	199902	06	05	05 - 06	M	 	 	10	REGION 10: RICHARDSON
199902043	1	1	1	1	1	0	 	HARRY H HERNDON	 	N	N	N	N	N	N	N	N	N	N	N	90	55	986	Y	890	49	28	1400	Y	692	50	27	1200	Y	596	49	.	13	.	Y	.	49.3	ROCKWALL	199	39	9.5	411	410	150	36.6	26	6.3	M	 	ROYSE CITY ISD	199902	06	05	05 - 06	M	 	 	10	REGION 10: RICHARDSON
199902102	0	0	0	0	0	 	 	DAVIS EL	 	N	N	N	N	N	N	N	N	N	N	N	74	55	372	Y	275	34	33	1600	Y	542	38	28	1200	Y	461	42	.	12	.	Y	.	41.7	ROCKWALL	199	44	13.3	331	456	259	56.8	106	23.2	M	 	ROYSE CITY ISD	199902	04	PK	PK - 04	E	 	 	10	REGION 10: RICHARDSON
199902104	0	0	0	0	0	 	 	ANITA SCOTT EL	 	N	N	N	N	N	N	N	N	N	N	N	75	55	351	Y	265	26	33	800	N	206	38	28	1000	Y	376	29	.	12	.	Y	.	29.3	ROCKWALL	199	41	10.6	386	481	196	40.7	33	6.9	I	 	ROYSE CITY ISD	199902	04	PK	PK - 04	E	 	 	10	REGION 10: RICHARDSON
199902105	1	0	1	0	0	 	 	W R (BILL) FORT EL	 	N	N	N	N	N	N	N	N	N	N	N	87	55	453	Y	394	43	33	1200	Y	512	52	28	1200	Y	618	51	.	12	.	Y	.	50.7	ROCKWALL	199	51	10.7	475	546	202	37	79	14.5	M	 	ROYSE CITY ISD	199902	04	EE	EE - 04	E	 	 	10	REGION 10: RICHARDSON
199902106	0	0	0	0	0	 	 	MISS MAY VERNON EL	 	N	N	N	N	N	N	N	N	N	N	N	84	55	552	Y	462	36	33	1200	Y	434	43	28	1200	Y	512	49	.	12	.	Y	.	48.7	ROCKWALL	199	44	9.6	459	568	205	36.1	89	15.7	M	 	ROYSE CITY ISD	199902	04	EE	EE - 04	E	 	 	10	REGION 10: RICHARDSON
200901001	0	1	1	 	0	0	0	BALLINGER H S	 	N	N	N	N	N	N	N	N	N	N	N	76	55	394	Y	300	.	.	800	 	160	37	31	1200	Y	439	74	18.1	57	25	Y	21.4	9.3	RUNNELS	200	43	14.4	298	297	150	50.5	2	0.7	M	 	BALLINGER ISD	200901	12	09	09 - 12	S	 	 	15	REGION 15: SAN ANGELO
200901003	 	 	 	 	 	 	 	FAIRVIEW ACCELERATED	AEC OF CHOICE - DRS	Y	Y	N	N	N	N	N	N	N	N	N	.	30	1	Z	1	.	.	0	 	.	.	11	0	Z	.	100	.	45	100	Z	.	.	RUNNELS	200	4	80	5	3	3	100	0	0	Z	 	BALLINGER ISD	200901	12	09	09 - 12	S	 	 	15	REGION 15: SAN ANGELO
200901005	 	 	 	 	 	 	 	FAIRVIEW ACCELERATED	 	N	N	N	Y	N	N	Y	N	N	N	N	.	55	0	X	0	.	28	0	X	.	.	27	0	X	.	.	.	.	.	X	.	.	RUNNELS	200	1	50	2	3	2	66.7	0	0	X	 	BALLINGER ISD	200901	09	07	07 - 09	M	 	 	15	REGION 15: SAN ANGELO
200901041	0	0	0	1	1	1	1	BALLINGER J H	 	N	N	N	N	N	N	N	N	N	N	N	81	55	522	Y	421	38	28	1200	Y	451	40	27	1400	Y	556	35	.	13	.	Y	.	34.7	RUNNELS	200	30	13.6	220	185	100	54.1	2	1.1	M	 	BALLINGER ISD	200901	08	06	06 - 08	M	 	 	15	REGION 15: SAN ANGELO
200901101	0	0	0	1	0	0	 	BALLINGER EL	 	N	N	N	N	N	N	N	N	N	N	N	75	55	556	Y	415	47	33	1200	Y	563	37	28	1400	Y	515	23	.	12	.	Y	.	22.7	RUNNELS	200	57	15	379	479	322	67.2	13	2.7	M	 	BALLINGER ISD	200901	05	PK	PK - 05	E	 	 	15	REGION 15: SAN ANGELO
200902001	0	1	1	 	0	1	1	MILES H S	 	N	N	N	N	N	N	N	N	N	N	N	89	55	436	Y	388	.	.	1200	 	468	43	31	1600	Y	683	79	16.8	57	25	Y	22.4	14.3	RUNNELS	200	23	10	231	197	59	29.9	9	4.6	M	 	MILES ISD	200902	12	07	07 - 12	S	 	 	15	REGION 15: SAN ANGELO
200902002	 	 	 	 	 	 	 	FAIRVIEW ACCELERATED	 	N	N	N	N	N	N	Y	N	N	N	N	.	55	1	Z	0	.	.	0	 	.	.	31	0	Z	.	.	.	.	.	Z	.	.	RUNNELS	200	0	0	1	1	0	0	0	0	Z	 	MILES ISD	200902	11	11	11 - 11	S	 	 	15	REGION 15: SAN ANGELO
200902005	 	 	 	 	 	 	 	FAIRVIEW DAEP	 	N	N	N	Y	N	N	N	N	N	N	N	.	55	.	X	.	.	28	0	X	.	.	27	0	X	.	.	.	.	.	X	.	.	RUNNELS	200	2	100	2	1	1	100	0	0	X	 	MILES ISD	200902	08	08	08 - 08	M	 	 	15	REGION 15: SAN ANGELO
200902101	1	0	0	0	0	0	 	MILES EL	 	N	N	N	N	N	N	N	N	N	N	N	93	55	291	Y	271	39	33	1200	Y	466	53	28	1200	Y	635	43	.	12	.	Y	.	43.3	RUNNELS	200	10	5.5	183	237	89	37.6	13	5.5	M	 	MILES ISD	200902	06	EE	EE - 06	E	 	 	15	REGION 15: SAN ANGELO
200904001	0	0	0	 	1	0	0	WINTERS H S	 	N	N	N	N	N	N	N	N	N	N	N	78	55	183	Y	142	.	.	200	 	34	43	31	1000	Y	427	70	12.3	57	24.4	Y	21.2	12.2	RUNNELS	200	26	14.4	180	149	88	59.1	3	2	M	 	WINTERS ISD	200904	12	09	09 - 12	S	 	 	15	REGION 15: SAN ANGELO
200904041	0	0	0	0	0	0	0	WINTERS J H	 	N	N	N	N	N	N	N	N	N	N	N	58	55	389	Y	224	23	28	1200	N	280	24	27	1800	N	431	21	.	13	.	Y	.	20.7	RUNNELS	200	21	15.3	137	145	102	70.3	2	1.4	I	 	WINTERS ISD	200904	08	06	06 - 08	M	 	 	15	REGION 15: SAN ANGELO
200904101	0	1	0	1	1	1	 	WINTERS EL	 	N	N	N	N	N	N	N	N	N	N	N	58	55	356	Y	208	57	33	1200	Y	686	28	28	1400	Y	393	21	.	12	.	Y	.	21.3	RUNNELS	200	31	12.2	255	319	242	75.9	15	4.7	M	 	WINTERS ISD	200904	05	PK	PK - 05	E	 	 	15	REGION 15: SAN ANGELO
200906101	0	0	0	0	0	 	 	OLFEN EL	 	N	N	N	N	N	N	N	N	N	N	N	67	55	87	Y	58	31	33	400	N	123	36	28	800	Y	289	9	.	12	.	N	.	9	RUNNELS	200	20	37	54	62	50	80.6	1	1.6	I	 	OLFEN ISD	200906	08	PK	PK - 08	E	 	 	15	REGION 15: SAN ANGELO
200906103	 	 	 	 	 	 	 	WALL SPECIAL PROGRAMS	 	N	N	N	N	N	N	N	N	N	N	N	.	55	2	Z	0	.	33	0	Z	.	.	28	0	Z	.	.	.	.	.	Z	.	.	RUNNELS	200	0	0	1	1	1	100	0	0	Z	 	OLFEN ISD	200906	03	03	03 - 03	E	 	 	15	REGION 15: SAN ANGELO
